US OPEN DATA POLICY COMPARISON ,"Washington, D.C.","Portland, OR","Memphis, TN","San Francisco, CA","Cook County, IL","Lexington-Fayette County, KY","Austin, TX","Raleigh, NC","New York City, NY","Providence, RI","Philadelphia, PA","Montgomery County, MD","Chicago, IL","Madison, WI",Utah,New York,Hawaii,"Tulsa, OK",New Hampshire,"South Bend, IN","Louisville/Jefferson County metro government, KY ","Oakland, CA","West Sacremento, CA"
23. Create binding regulations or guidance for implementation. ,Publication guidelines provided as part of the policy but nothing beyond that,n/a,n/a,"CDO is tasked with overssing the ""design adoption by COIT and implementation of technical standards for DataSF to ensure that the portal and ts datasets are implemented updated and utilized in accordance with San Franciscos open data policies"" / CDO tasked with presenting ""an annual updated citywide implementation plan to COIT the Mayor and Board of Supervisors and respond as necessary regarding the status of DataSF in the City""",,"""[D]evelop a strategy to adopt prevailing open standards for data documents maps and other foramts of media."" ",Developing the recommendations for the elements of an Open Government Framework.,n/a,Within 180 days of the effective data of this policy DOITT was charged to prepare and publish a technical standards manual.,n/a,"""Identification of Barriers Guidance and Revisions. Within 120 days of the Effective Date of this Order the City Solicitor in consultation with the Chief Innovation Officer shall review existing city policies to identify impediments to open government and to the use of new technologies and where necessary issue clarifying guidance or propose revisions to such policies where greater openness can be promoted without damage to the City’s legal and financial interests.""",n/a,"The Chief Information Officer is given the authority to ""promulgate reasonable rules and regulations to implement the requirements of this Order.""",n/a,The Transparency Advisory Boards recommendations must be implemented by agencies with few exemptions.,"The Information Technology Service overseeing this policy may ""set forth any further definitions and guidance necessary for the implementation of this Order""",The CIO (in consultation with the Office of Information Practices) will develop policies and procedures to implement the policy in the form of both technical requirements and guidelines for departments to follow in making data sets available,n/a,n/a,"An Open Data Report is required within 1 year, no other regulations or guidance included in terms of implementation. ""5. Annual Open Data Report. Within one year of the effective date of this Executive Order, and thereafter no later than September 1 of each year, the Open Data Management Team shall submit to the Mayor an annual open data report. Such annual report shall: (i) summarize and comment on the state of open data and dataset availability in City agencies from the previous year; (ii) provide a plan for the next year to improve online public access to public data and maintain data quality. The Open Data Management Team shall present an initial implementation plan to the Mayor within 180 days of this Executive Order.""","Binding regulation for review and Open Data Report. ""(B) ""Open Data Report"" is the annual report of the Open Data Management Team, which shall (i) summarize and comment on the state of Open Data availability in Metro Government Departments from the previous year; (ii) provide a plan for the next year to improve online public access to Open Data and maintain data quality. The Open Data Management Team shall present an initial Open Data Report to the Mayor within 180 days of this Executive Order.""
",,
24. Create new legal rights or other mechanisms.,n/a,n/a,n/a,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"n/a
",n/a ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
25. Incorporate public perspectives into policy implementation.,n/a,n/a,"""The Office of the Mayor shall provide opportunities for citizens to share their concerns about city government through meetings with community groups polling and other avenues that stress feedback from local citizens."" / ""Periodically but not less than once every two months the Mayor and/or the Chief Administrative Data Officer will provide a forum where citizens are able to gather in the Mayors office or at a location designated to discuss issues related to the responsibilities of City government."" ","Department of Technology is ordered to  ""Include an on-line forum to solicit feedback from the public and to encourage public discussion on Open Data policies and public data set availability."" ",,n/a,n/a,n/a,n/a,BE IT FURTHER RESOLVED that the Commission shall organize a public hearing engage relevant community business and labor stakeholders and invite appropriate administrative staff to provide important internal and external information.,"""The Plan shall be formulated with the input of senior policy legal and technology leadership in the City; open government experts; and the general public.""  ""Public Participation: Description of how the City will enhance and expand opportunities for the public to participate throughout each City agency’s decision-making process including instructions for online access to published information and opportunities for comment; methods for identifying stakeholders and other affected parties and encouraging their participation; links to appropriate websites where the public can engage in the City’s existing participatory processes; and proposed changes to internal management and administrative policies to increase public participation."" ""F. Public Feedback. The Open Government Portal shall include a mechanism for the public to give feedback on and assess the quality of published information provide input about what information should be a priority for publication and provide input on the City’s Open Government Plan.""","""The Department must implement an on-line forum to solicit public feedback and encourage public discussion on open data policies and public data set availability on the web portal.An agency must consider any request that it receives through the on­ line forum to include a particular public data set when making any determination as to priority for public data set inclusion on the single web portal.""","The policy calls for DOIT to ""establish and maintain on the portal an online forum to solicit feedback from the public and to encourage public discussion on open data policies and data set availability.""","It notes that requests received for the inclusion of particular public data sets will be considered by agencies in making decisions about the prioritization about release and that the IT Department shall ""investigate the feasibility of establishing an online forum or other mechanism"" to solicit public feedback. ",n/a,"It notes that prioritization of data can be used to ""respond to a need or demand identified after public consultation"" and that the Open Data Handbook be made public (""including through the Open Data Website"" and that the directing agency ""shall solicit and consider comments and suggestions related to the Handbook"" from within government and from the public. ",n/a,The public will be present through volunteer positions on a committee that will help implement the policy.,n/a,n/a,n/a,,
26. Set appropriately ambitious timelines for implementation.,n/a,n/a,The Order is effective within 7 days; some datasets are required to be posted within 60 days 90 days or 180 days.,CDO to create timelines with Data Coordinators disgression given to CDO.,,"n/a / ""[M]ove as quickly as possible to adopt prevailing open standards.""","Close fit: the City Manager is directed to ""[i]dentify funding requirements and an implementation timeline for the various elements of the recommendations.""",n/a,"Dates set for creation of technical standards manuel and agency compliance: ""Within one hundred eighty days of the effective date of this chapter the department shall prepare and publish a technical standards manual for the publishing of public data sets in raw or unprocessed form through a single web portal by city agencies for the purpose of making public data available to the greatest number of users and for the greatest number of applications and shall whenever practicable use open standards for web publishing and e-government. Such manual shall identify the reasons why each technical standard was selected and for which types of data it is applicable and may recommend or require that data be published in more than one technical standard. The manual shall include a plan to adopt or utilize a web application programming interface that permits application programs to request and receive public data sets directly from the web portal. Such manual shall be updated by the department as necessary.""
""Within eighteen months of the effective date of this chapter the department shall submit a compliance plan to the mayor and the council and shall make such plan available to the public on the web portal. Each agency shall cooperate with the department in its preparation of such plan. The plan shall include a summary description of public data sets under the control of each agency on or after the effective date of this chapter and shall prioritize such public data sets for inclusion on the single web portal on or before December 31 2018 in accordance with the standards promulgated by the department pursuant to section 23-505 and shall create a timeline for their inclusion on the single web portal. If a public data set or sets cannot be made available on the single web portal on or before December 31 2018 the plan shall state the reasons why such set or sets cannot be made available and to the extent practicable the date by which the agency that owns the data believes that it will be available on the single web portal.""
""No later than July fifteen 2014 and every July fifteen thereafter the department shall submit and post on the web portal an update of the compliance plan to the mayor and the council until all public data sets have been made available through a single web portal in compliance with this chapter. Such update shall include the specific measures undertaken to make public data sets available on the single web portal since the immediately preceding update specific measures that will be undertaken prior to the next update an update to the list of public data sets if necessary any changes to the prioritization of public data sets and an update to the timeline for the inclusion of data sets on the single web portal if necessary. If a public data set cannot be made available on the single web portal on or before December 31 2018 the update shall state the reasons why it cannot and to the extent practicable the date by which the agency believes that such public data set will be available on the single web portal.""","n/a (90 days for research report/then extended; research plan set to: ""Develop a feasible plan for implementation with consideration of the challenges inherent in the training and cultural change which is necessary for the adoption of new policies and technologies within city government."")","""Each City department and agency shall develop a schedule for making information available to the public and updating it on a regular basis.""","""-158. AgencyCompliancePlan. (a) Within l.S. months after this Article takes effect the Department must submit Compliance Plan to the Executive and Council and must make the Plan available to the public on the web portal. Each agency must cooperate with the Department in its preparation of the Plan. The Plan must: (1)  include summary description of public data set under the control of each agency on or after this Article takes effect; (2) prioritize the public data sets for inclusion on the single web portal on or before December .lL 2018 under the standards adopted by the Department under Section 2-157; and (3) create timeline for their inclusion on the single web portal (b) If public data set cannot be made available on the single web portal on or before December .lL 2018 the Plan must state the reason why the set cannot be made available and to the extent practicable the date Qy which the agency believes that it will be available on the single web portal. (c) To prioritize public data sets an agency must consider whether information embodied in the public data set: (1) can be used to Illcrease agency accountability and
responsIveness; (2)  improves public knowledge o f the agency and its operations; (3)  furthers the mission of the agency; (4) creates economic opportunity; or
(5) responds to need or demand identified by public consultation. (d)  No later than July 15 2014 and every July U thereafter the Department must submit and post on the web portal an update ofthe Compliance Plan to the Executive and Council until all public data sets have been made available through g single web portal as required by this Article. The update milst include: (1)  the specific measures taken to make g public data set available on the single web portal since the previous update (2)  any specific measure that will be taken before the next update; (3) an update to the list ofpublic data sets ifnecessary; (4) any change to the prioritization ofpublic data sets; and (5)  an update to the timeline for the inclusion of g public data set on the single web portal if necessary. (e) If a public data set cannot be made available on the single web portal on or before December 31 2018 the update must explain why it cannot and to the extent practicable specify the date by which the agency believes that the public data set will be available on the single web portaL"" ",In the annual compliance report the Chief Data Officer will review and make recommendations for each specific agency about timelines for implementation. ,"""By no later than September 30 2013 and thereafter the public data sets that agencies make available on the Internet shall be accessible through a single web portal that is linked to the city’s website.""",The policy calls for the identification of public information not currently made available online and the implementation of a process including timeline and benchmarks for making that information available.,"The Open Data Handbook (the detailed guidance created by the policy) will direct agency timelines for  schedules for initial and ongoing publiscation and the policy notes that ""covered State entities and all other participating agencies authorities and localities shall not be prevented from publishing data in advance of the dates set in their schedules if the data has been approved for publication""",n/a,n/a,"Does the opposite: ""(c) Reexamine existing data stored in a restricted format to which the state of New Hampshire does not own the rights every 4 years to determine if the format has become open and if not whether an appropriate open standard exists.""",n/a,"Timelines to be determined by Open Data Management team. Relevant language: ""Section 4. Department Open Data Catalogue. (A) Each Department shall be responsible for creating an Open Data catalogue, which will include comprehensive inventories of information possessed and/or managed by the Department. (B) Each Department's Open Data catalogue will classify information holdings as currently ""public"" or ""not yet public""; Departments will work with Metro Technology Services to develop strategies and timelines for publishing open data containing information in a way that is complete, reliable, and has a high level of detail.""",,
27. Create processes to ensure data quality.,"""Maintain accuracy and quality of supplied data sets"" / ""Assist in the resolution of discrepancies or inconsistent reporting results"" ",n/a,n/a,Close fit: CDO & Data Coordinators have a process that uses quarterly reports and an annual plan to review data releases.,,n/a,"The City Manager is directed to ""[r]eport bi-monthly to the Council Emerging Technology and Telecommunications Committee.""",n/a,n/a,n/a,n/a,n/a,"The annual compliance report (to be filed no later than July 15th) will review the existing process establish (""on an agency specific basis"") reasonable timelines implementation improvements and commentary on the current state of data release. ",n/a,"The Transparency Advisory Board will work to create a ""well-designed"" public information system for data quality which includes provisions such as a public listing of data and a process for continuous publishing. ",n/a,"Does the opposite: ""The State does not warrant the fitness of any data set for a particular purpose and shall not be liable for any deficiencies in the completeness or accuracy of any data set except where the States conduct would constitute gross negligence wilful and wanton misconduct or intentional misconduct.""",n/a,"Process conducted by commissioner: ""I. The commissioner shall assist state agencies in the purchase or creation of data processing devices or systems that comply with open standards for the accessing storing or transferring of data. The commissioner shall:(a) Ensure that any new data standards which the state of New Hampshire defines and to which it owns all rights are open standards compliant. (b) Use open standards unless specific project requirements or excessive cost preclude use of an open data format (c) Reexamine existing data stored in a restricted format to which the state of New Hampshire does not own the rights every 4 years to determine if the format has become open and if not whether an appropriate open standard exists. (d) Make readily accessible on the state website documentation on open data formats used by the state of New Hampshire. When data in open format is made available through the state’s website a link shall be provided to the corresponding data format documentation.""","Yearly Open Data Reports, §5 ""5. Annual Open Data Report

Within one year of the effective date of this Executive Order, and thereafter no later than September 1 of each year, the Open Data Management Team shall submit to the Mayor an annual open data report. Such annual report shall: (i) summarize and comment on the state of open data and dataset availability in City agencies from the previous year; (ii) provide a plan for the next year to improve online public access to public data and maintain data quality. The Open Data Management Team shall present an initial implementation plan to the Mayor within 180 days of this Executive Order.""","Annual Data Reports, policy to be created by Open Data Mangagement Team and Catalogue system. ""(B) 'Open Data Report' is the annual report of the Open Data Management Team, which shall (i) summarize and comment on the state of Open Data availability in Metro Government Departments from the previous year; (ii) provide a plan for the next year to improve online public access to Open Data and maintain data quality. The Open Data Management Team shall present an initial Open Data Report to the Mayor within 180 days of this Executive Order."" and ""Section 3. Open Data Management Team.
(A) The Chief Information Officer (CIO) of Louisville Metro Government will work with the head of each Department to identify a Data Coordinator in each Department. Data Coordinators will serve as members of an Open Data Management Team facilitated by the CIO and Metro Technology Services. The Open Data Management Team will work to establish a robust, nationally recognized, platform that addresses digital infrastructure and Open Data.
(B) The Open Data Management Team will develop an Open Data management policy that will adopt prevailing Open Format standards for Open Data, and develop agreements with regional partners to publish and maintain Open Data that is open and freely available while respecting exemptions allowed by the Kentucky Open Records Act or other federal or state law."" and ""Section 4. Department Open Data Catalogue. (A) Each Department shall be responsible for creating an Open Data catalogue, which will include comprehensive inventories of information possessed and/or managed by the Department.
(B) Each Department's Open Data catalogue will classify information holdings as currently ""public"" or ""not yet public""; Departments will work with Metro Technology Services to develop strategies and timelines for publishing open data containing information in a way that is complete, reliable, and has a high level of detail.""",,
28. Create a public comprehensive list of all information holdings.,n/a,n/a,n/a,"Instructs city departments to create a department open data plan that will ""[i]nclude a summary description of all data sets under the control of each Department (including data contained in already-operating information technology systems)."" ",,n/a,n/a,n/a,"Close fit: ""the agency shall report to the department and to the council which public data set or sets that it is unable to make available the reasons why it cannot do so and the date by which the agency expects that such public data set or sets will be available on the single web portal.""",n/a,"""Within 90 days of the CDO’s assumption of duties each City department and agency shall create a catalog of its public information. The catalog shall be made accessible through the Open Government Portal. The determination of what shall constitute “public information” and “high value data sets” for purposes of this Order as well as what “high value data sets” should be shared as set forth in paragraph 4.E hereof shall be made by each department or agency head in consultation with OIT and the Law Department.""","Close fit:  ""An agency must make a public data set available on a single web portal on the Internet within 1 yr after this Article takes effect. If an agency cannot make a public data set available the agency must report to Executive and Council: (1) which public data set it is unable to make available; (2) the reasons whv the agency cannot make the public data set available; and (3)  the date by which the agency expects the public data set to be available on the single web portal.""","It notes the creation of a catalogue along with the creation of the data portal but does not give details about the catalogues contents: ""DOIT shall (i) catalogue and post on the portal a list of all data sets available on such portal.""","Close fit: ""Each agency
shall be responsible for identifying and publishing data sets. The Department shall be available to agencies for consultation and technical support only. The Department shall not be responsible for identifying or publishing data sets. By December 31 2013 and annually thereafter if an agency cannot or will not make all of its publicly available data sets available through the City’s website the agency shall file a written report with the Department and with the Common Council setting forth which public data set or sets that it is not making available the reasons why it cannot or will not do so and the date by which the agency expects that any such public data set or sets will be available on the city’s website."" ","As part of the design of an information system to ensure data quality the legislation calls for the creation of  ""a public comprehensive list or index of public information.""","It calls for state entities to create ""data catalogues"" of their Publishable Data but it makes no mention of a more comprehensive listing of information. ",n/a,n/a,n/a,n/a,"§4 of the Policy calls for a catalogue process ""Section 4. Department Open Data Catalogue.
(A) Each Department shall be responsible for creating an Open Data catalogue, which will include comprehensive inventories of information possessed and/or managed by the Department.
(B) Each Department's Open Data catalogue will classify information holdings as currently ""public"" or ""not yet public""; Departments will work with Metro Technology Services to develop strategies and timelines for publishing open data containing information in a way that is complete, reliable, and has a high level of detail.""
",,
29. Ensure sufficient funding for implementation.,n/a,n/a,n/a,No mention of funding but there is the creation of the CDO and DC positions.,,n/a,"The City Manager is directed to ""[i]dentify funding requirements and an implementation timeline for the various elements of the recommendations""",n/a,n/a,"The resolutions directs the Commission to identify sources of funding: ""BE IT FURTHER RESOLVED that the Commission shall work to identify sources of funding to support the changes needed to make the City of Providence more open and accountable to its constituency as laid out in this Resolution.""",n/a,n/a,"n/a
",It estimates a start-up cost of $24000 (split between set-up training and software license costs) with an annual cost of $48000 for software license fees. At the time of passage the funds were not budgeted nor appropriated yet.,n/a,n/a,"It appropriates $100000 ""or so much thereof as may be necessary for fiscal year 2013-2014 and the same sum or so much thereof as may be necessary for fiscal year 2014-2015 for the office of information practices to establish one full-time equivalent position to promote open data pursuant to this Act and chapter 92F Hawaii Revised Statutes the Uniform Information Practices Act (modified).""",n/a,n/a,n/a,n/a,,
30. Tie contract awards to transparency requirements for new systems.,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"n/a
",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
31. Create or explore potential public/private partnerships.,n/a,"""Work with Travel Portland and regional partners to promote Portland as a host city for leading with Open Source Software conferences and related technology events such as LinuxCon Innotech etc."" ",n/a,"""Help establish data standards within and outside the city through collaboration with external organizations.""",,"""[D]evelop agreements with regional partners to publish and maintain public data sets that are open and freely available while respecting privacy and security concerns."" ",n/a,n/a,n/a,n/a,"""Collaboration: Steps the City will take to enhance and expand cooperation among City departments and agencies other governmental agencies private and nonprofit entities and the public to fulfill City goals and obligations; including proposals to use technology platforms and links to appropriate websites to improve and inform the public about existing collaboration efforts and use of innovative methods to obtain ideas from and to increase collaboration with those in the private sector nonprofit and academic communities.""",n/a,"n/a
",n/a,n/a,n/a,n/a,"It notes that the city should look for opportunities to partner with the ""creative tech sector.""  ",n/a,n/a,"Intent mentioned In the introductory language: ""WHEREAS, the adoption of open standards improves transparency, access to public information and improved coordination and efficiencies among Departments and partner organizations across the public, nonprofit and private sectors; and""
",,
32. Mandate future review for potential changes to this policy.,n/a,n/a,n/a,"CDO is tasked with overseeing the ""design adoption by COIT and implementation of technical standards for DataSF to ensure that the portal and its datasets are implemented updated and utilized in accordance with San Franciscos open data policies"" / CDO is tasked with presenting ""an annual updated citywide implementation plan to COIT the Mayor and Board of Supervisors and respond as necessary regarding the status of DataSF in the City.""",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Review processes are included in the annual report: ""establish on an agency specific basis reasonable timelines implementation plans and review processes to promote over time and in steadily graduated fashion increased online public access to city agency data sets ... """,n/a,n/a,"The Order establishes that the main point of implementation and guidance for data release (the Handbook) ""may be amended"" by the directing agency ""from time to time.""",n/a,n/a,n/a,n/a ,"§5 mandates review. ""5. Open Data Report and Policy Review. (A) Within one year of the effective date of this Executive Order, and thereafter no later than September 1 of each year, the Open Data Management Team shall submit to the Mayor an annual Open Data Report. (B) In acknowledgment that technology changes rapidly, in the future, the Open Data Policy should be reviewed and considered for revisions or additions that will continue to position Metro Government as a leader on issues of openness, efficiency, and technical best practices.""",,
